ID,posT1,posT2,posT3,posT4,negT1,negT2,negT3,negT4,gender,group
314,2.53149,3.62833,3.55494,3.08333,2.99025,2.38383,2.19282,2.46667,0,1
315,3.14203,2.00335,3.52509,3.1608,2.30021,1.28726,1.10591,1.64088,0,0
316,1.33333,2.295,2.46993,2.39111,2.46667,1.6,1.94576,1.80552,0,0
317,2.91667,2.43588,2.43046,3.71797,2.26667,2,2.05948,1.18638,1,0
318,5,5.045,5.11,3.51142,2.66667,3.33333,1.26667,1.96625,0,0
319,2.83333,4.295,4.11,3.41324,1.66667,3.33333,3,2.64282,1,0
320,4.16667,4.87833,4.86,4.20224,1.93333,1.13333,1.2,1.00371,0,1
321,3.87249,4.87833,4.27667,4.39453,1.8,1.21059,1.53333,2.32494,1,0
322,4.66667,3.46167,4.19333,4.65874,2.74091,1.4,1.2,2.11299,1,1
323,4,4.37019,2.84514,4.6795,1.26667,1.66667,1.74887,1.9897,0,1
324,4.66667,3.295,3.19333,3.11044,3.02223,1.26667,1.53333,1.00643,0,0
325,4,4.295,4.19333,4.36365,2.65031,2.26667,1.06667,1.51494,1,0
326,2.66182,1.96179,2.46895,3.00932,1.96581,1.38441,2.38427,2.09596,0,0
327,5,3.44545,2.58356,4.32384,1.8,3.66667,1.39698,2.58332,0,1
328,2.94978,3.08646,2.70353,3.56226,2.59478,2.06229,2.36067,1.78438,1,0
329,4,4.46167,5.02667,3.92031,1.46667,1.66667,1.53333,1.29046,0,0
330,3.41667,3.71167,3.44333,3.81228,1.32262,2.73333,1.66667,2.81963,1,0
331,4.58333,3.545,2.94333,3.94669,3.6,4,2.26667,3.26309,0,1
332,2.25,2.795,3.94333,3.07674,4.45533,1.6,2.93333,2.11789,1,1
333,1.33333,5.045,2.44333,2.4594,1.2,1.26667,1.26667,1.07379,0,0
334,4.32668,4.795,4.19333,4.93133,1.93333,2.25035,2.4,2.157,1,1
335,3.83333,4.21167,4.42038,3.07758,4,1.6,2.10403,1.51312,0,0
336,3.50661,4.1954,3.64345,3.98045,2.75142,2.68594,1.99996,1.882,1,0
337,3,1.37833,1.44333,4.30535,2,1.8,1.8,1.87417,0,1
338,4.5,4.87833,4.93989,4.28643,2.15458,1.86667,2.40173,1.81488,0,0
339,3.14968,3.68113,3.29644,4.20759,1.75702,1.21812,1.44926,1.28121,0,0
340,3.32431,3.2966,2.82954,3.31109,2.34397,2.72592,2.02695,2.18763,1,0
341,3.91667,3.295,3.10176,4.95888,1.06667,1.26667,1.43295,1.02463,0,0
342,3.91178,3.12833,4.27667,2.39559,2.62616,1.76196,1.66667,1.40914,1,1
343,4,3.73368,3.73262,3.61039,2,1,1.11743,1.3821,1,1
344,4.24381,4.02047,4.89394,2.93136,2.47663,2.96325,1.46465,2.38721,0,0
345,4,4.21167,4.52667,4.53781,2.46667,2.13333,1.66667,1.7235,1,0
346,3.41667,4.17944,4.69514,3.34536,2,1.2,1.45854,1.64298,1,0
347,2.07579,3.045,2.62426,1.7372,2.63191,1.07394,1.89403,1.31542,0,1
348,4.99658,4.87833,3.86,4.72167,2.67057,1.31095,1.66667,1.71098,0,0
349,1.81847,4.60841,3.29181,3.3315,3.27843,3.00608,2.04656,1.20881,1,0
350,2.66667,2.66638,3.6638,3.14853,4.13333,3,1.73299,2.52673,1,0
351,5,4.71167,4.36,4.93097,1,1.06667,1.06667,1.06691,1,0
352,2.75,2.46167,2.69333,2.18141,1.26667,1,1.06667,1.37957,0,0
353,2.27702,4.98002,4.86849,3.94521,4.03613,2.65995,2.32856,1.36287,1,0
354,3.98761,4.62833,5.11,4.92807,1.98966,1.33178,1.06667,1.29796,1,1
355,3.82413,4.21167,4.11,3.72029,1.90612,2.75544,1.2,1.96759,0,1
356,3.25,3.27314,4.1827,3.969,1.23646,2.46667,1.36677,1.12068,0,0
357,3.42195,4.19648,4.44381,3.86984,2.41542,2.00472,3.05165,2.5922,1,0
358,4.25,2.46167,2.86,1.84389,2.8,2.2,2.86667,1.66636,1,0
359,2.91667,4.12833,3.86,3.04313,3,1.06667,1.6,1.0002,1,1
360,3.33333,2.21167,2.61,4.37136,1.60941,2.26667,1.66667,1.00497,0,1
361,5,4.51375,3.95664,3.94879,2.8,1.26667,1.40894,1.13617,1,0
362,3.5,4.48808,3.98064,4.00536,1.46667,2.26667,2.15226,1.19845,0,0
363,4.01677,3.15582,3.90177,4.41515,3.00508,2.35976,1.65269,2.60799,0,1
364,2.83333,4.4832,3.23895,4.62973,3.11296,1.8,1.16966,1.8978,0,1
365,4.41667,4.46167,5.07255,4.12677,4.5694,2.6,2.28431,1.74775,1,1
366,4.41667,4.11605,3.07558,4.36987,2.1589,1.86667,1.33676,1.99353,0,1
367,3.70266,4.5444,4.44333,3.91667,3.32643,3.38401,2.06667,1.93333,1,1
368,5,3.54446,3.64788,4.95057,2.21012,2.6,2.04791,2.17479,0,0
369,5,4.91534,4.11376,4.3136,3.59538,2.4,2.02703,2.55629,0,0
370,2.08333,3.52266,2.98847,4.00054,3.09416,2.06667,2.10364,2.26782,0,1
371,4.16667,4.19055,2.95798,4.71065,1.91929,2.33333,1.97201,2.21096,1,1
372,4.33872,4.35056,4.44333,4.5,1.02689,1.30914,1.33333,1,1,0
373,4.16667,3.545,4.11,2.83333,2.07074,1,1.06667,2.06667,0,0
374,1.25,3.67458,2.27573,3.36598,1.5847,2.26667,1.67355,2.34456,0,0
375,4.66667,4.87833,4.77667,5,1.09203,1.86667,1.75,1,1,0
376,3.07726,3.94488,2.55154,2.97702,2.41153,1.99187,1.82323,1.71684,0,1
377,3.66667,4.46167,4.02667,3.08333,2.18404,1.73333,2,1.46667,0,0
378,1.75,4.36959,3.05958,3.91667,2.10296,2,2.35826,2.66667,1,1
379,3.16119,4.61699,3.3195,3.91672,1.74018,1.06321,1.52242,2.11217,0,1
380,4.54986,4.37833,4.77667,4.08333,3.59924,2.26354,1,1,0,1
381,3.08333,2.73927,3.8243,3.16667,2.26659,1.2,1.33253,1.05692,1,0
382,4.08333,3.71167,5.11,4.16667,1.0772,1.13333,1,2.06667,1,0
383,4.16667,3.37833,3.27667,4.44642,2.75868,3.46667,2.6,2.76401,1,1
384,3.33333,3.99171,3.02667,2.91667,2.02507,1.2,1.46667,2.58987,0,0
385,2.63701,3.3237,3.79151,4.6357,1.27334,1.92947,2.09608,1.63993,1,1
386,2.66667,3.51462,3.27488,4.59394,1.72465,1.6,3.08396,3.11402,1,0
387,4.5,4.71167,4.56547,3.91667,1.18792,1.13333,1.00008,1.33333,1,0
388,3.33333,4.37833,4.61,3.41667,1.46543,1.4,2.33333,2.33333,1,0
389,4.58333,4.21167,3.86,4.16667,1.32295,1.26667,1,2.6,0,0
390,4.08333,4.37833,4.86,4.65228,1.12287,1.26667,1.13333,1,1,1
391,3.41667,3.71167,3.86,5,1.49625,2.66667,1.66667,1.2,1,1
392,2.36111,2.71167,2.19333,2.83333,1.9168,3.86667,1.53333,3.86667,0,0
393,4.25407,5.0236,4.07141,4.91667,2.15758,1.0086,1.18599,1.57393,0,0
394,3.08333,3.17287,3.20694,3,1.92571,2.8,1.8178,1.33333,0,0
395,2.66667,3.62833,4.02667,4.92715,1.73786,2.6,2,1.71537,0,1
396,4.75,4.16653,4.58236,3.91667,1.30849,1,1.00014,2.22104,0,0
397,4.5,4.42922,5.03314,4.82618,2.92847,1.06667,1.39202,2.14829,0,0
398,4.00222,4.75574,3.76925,4.39482,2.0544,2.76169,1.41295,1.2957,0,1
399,3.16667,4.87833,4.52667,4.25,2.94257,2.6,1.86667,2.18333,1,1
400,4.16667,4.045,3.74889,4.5,1.23166,2.26667,1.46667,2.73333,0,1
401,3.83333,3.87833,2.02667,3.66667,1.70669,2.2,2.86667,2.67323,1,0
402,1.57968,2.45032,3.69333,3.58333,3.00589,2.20944,2.26667,1.4,1,0
403,3.56936,3.04691,3.19333,4.25,1.06207,2.19188,1.8,2.26667,0,0
404,3.07942,3.60763,4.19333,3.32959,1.44857,2.75778,1.73333,1.06214,0,0
405,4.8597,3.09196,3.11,4.16667,1,1.65133,1.2,1,0,1
406,2.0142,1.77798,1.52667,2.33333,2.36042,2.58365,1.8,1.53333,1,1
407,3.89671,3.85594,2.53467,2.57965,2.21654,2.37222,1.94973,1.75238,1,1
408,4.99948,4.96754,4.69333,4.5,1.42433,1.35271,1.33333,2.86667,0,0
409,2.67571,3.69391,2.84806,3.59933,3.4901,2.36801,1.93758,2.02075,0,0
410,1.89376,3.18913,4.36,2.41667,1.53976,1.00001,1,1.66667,0,0
411,4.05412,3.60945,3.11,3.9511,2.12135,2.33386,1.26667,2.83419,0,1
412,2.99634,3.04873,3.19333,3.24447,2.12543,1.85001,1.73333,1.9501,1,1
413,2.33576,1.66736,2.50213,1.25,2.14117,2.381,2.75579,3.6,1,1
414,2.43004,2.38455,2.38386,4.3552,1.73974,2.36088,2.10655,1.18462,1,0
415,4.05458,3.04037,4.28225,4.3765,2.3844,1.84908,1.35522,1.00475,0,0
416,3.88384,2.28104,2.11,2.71282,2.84079,3.57575,2.73333,2.77231,0,0
417,4.6086,3.43762,3.77667,4.08333,1.98403,1.24933,1.4,1.26667,0,1
418,4.66335,3.85878,5.02667,4.47964,1.30187,1.31079,1.13333,1.20684,1,1
419,2.5952,3.46078,3.77667,3.28062,3.02925,3.70808,2.53333,3.66667,0,1
420,3.8468,3.15902,4.52667,3.08753,2.59084,2.35983,2.33333,1.66667,1,0
421,3.17526,3.10398,4.19333,3.44711,2.23585,1.6357,2.13333,1.42379,0,1
422,3.72664,2.25283,4.86,4.75,3.90021,2.89525,3,3.26667,1,1
423,3.91329,3.55675,4.19333,4.10059,3.03987,1.76192,1.06667,1.17334,0,0
424,1.3412,2.24805,4.61122,2.13848,2.21949,1.91905,1.49711,1.66667,0,0
425,2.78748,2.96926,3.69333,3.25,2.63855,3.0181,2.93333,2.6,0,1
426,2.97081,3.47695,3.61,4.41667,1.35951,1.17749,1.4,1,0,0
427,2.04939,4.80367,4.36,3.19182,2.32708,1.95934,1.73333,1.42529,1,0
428,3.42894,2.71975,3.94333,3.42788,3.26806,1.81712,2.53333,1.50384,1,0
429,4.87204,2.78516,4.36,4.25,2.039,2.04915,1.2,1.06667,0,1
430,2.48097,3.41109,3.36,2.83333,2.1803,2.64953,1.73333,1.53333,1,1
431,1.503,3.17557,2.44333,3.46735,1.85637,1.80856,4.26667,3.06838,0,0
432,2.16627,3.8597,3.01011,3.63053,1.83844,1.75255,1.52121,2.03702,0,0
433,2.11596,3.38755,3.27667,3.91667,3.41156,4.38471,3.86667,1.33099,1,0
434,3.90523,3.44278,2.27667,4.33333,2.81586,2.43578,1.8,2.16043,0,1
435,2.6149,2.16097,3.19333,4.15144,1.81639,2.08267,1.73333,1.96596,1,1
436,2.40705,3.46268,2.19333,4.33333,3.23259,2.08299,1.71667,1.44992,1,0
437,1.10753,3.16632,3.02667,3.986,3.32236,2.17826,4.03333,1.73376,1,1
438,2.24597,4.58151,4.02667,3.11052,2.20027,2.34674,1.4,2.21032,0,0
439,3.90722,4.71167,4.61,4.14021,1.63554,1.36516,1,1.11758,0,1
440,4.83333,4.12833,3.94333,4.74373,1.2,1.06667,2.4,1.45579,1,0
441,3.84921,4.25353,4.52773,3.21883,1.26619,2.76138,2.13077,1.06237,1,0
442,4.51124,4.12833,4.77667,2.90254,1.53333,2.2402,1.66667,1.05277,1,1
443,4.16667,3.71167,4.36,3.27473,3.26667,1.66667,3.06667,1.05921,0,0
444,5,4.37833,4.61,3.76736,1.2,1.06667,1.06667,1.46715,1,0
445,4.33333,4.545,4.02667,4.74824,3.66706,1.4,3.2,1.88633,1,0
446,2.5,5.045,3.11,2.78046,2.06219,1.06667,1.2,1.11113,0,0
447,2.86172,3.54847,3.10664,3.98654,1.32782,1.60461,2.27412,1.12909,0,0
448,3.76976,3.90126,4.03324,4.38639,1.51161,1.56274,2.57622,2.01555,0,1
449,3.40383,2.96167,4.02667,4.06719,2.44532,2.69675,2.13333,1.18441,0,0
450,4.55556,4.46526,3.86648,4.40984,1,1.13333,1.01733,1,0,0
451,4.38677,4.03313,3.86533,4.03638,1.68228,2.35166,1.94549,1.34785,1,0
452,3,3.87517,3.6705,3.86715,3.27062,1.6,2.55467,1.00098,1,1
453,3.86111,2.71167,3.52667,3.35967,3.33333,2.16667,1.73333,2.34556,1,0
454,3.16667,3.71167,3.34554,1.8521,1.6,1.8,2.9819,1.59269,1,0
455,2.67996,3.09505,4.00233,2.07653,1.62411,2.13031,1.42863,1.84989,0,0
456,3.16667,2.96167,3.11,3.53698,1.8,2.43333,2.46667,1.249,0,0
457,5,4.2846,4.42031,3.33829,1.8448,1.06667,2.09608,1.07426,1,1
458,4.25,3.795,3.19333,4.15174,1.6,1.46667,2.26667,1.93057,0,0
459,3.07691,3.37833,2.02667,2.9915,2.60589,2.10446,1.13333,1.30971,0,0
460,3.74152,3.76984,3.86428,3.78938,1.28273,2.19757,2.89535,1.70043,1,0
461,4.08333,4.82272,4.39017,4.13975,1.31667,1.28333,1.37817,1.81017,0,0
462,3.40444,3.36975,3.93608,3.5137,2.0225,2.40581,1.13785,1.39456,1,0
463,4,3.37833,3.61,3.45113,2.33331,1.73333,1.66667,2.11783,1,0
464,2.72278,4.20863,2.02667,4.26311,2.16667,2.66546,3,2.36541,1,0
465,3.41001,3.90136,4.63474,2.81666,2.42406,2.89389,2.70148,2.03985,1,1
466,3.38183,2.82283,3.20953,4.09519,1.58983,3.78778,3.20733,2.94719,1,0
467,3.18959,3.94579,3.2374,3.33953,2.66667,1.19428,1.42075,1.35563,0,1
468,3,4.82628,4.60511,3.91692,1,1.26667,2.17036,1.23768,0,1
469,4.05469,4.19393,4.0342,3.07663,3.27246,2.27542,2.04634,1.3592,0,0
470,3.5,4.71167,1.11,3.89304,4.26667,2.13333,4.06667,3.00407,1,1
471,4.66667,3.89157,3.58499,4.92166,1.2,1.4,2.00101,1.08026,1,0
472,4.34107,4.87833,3.19333,4.83333,1.60086,2.87995,2,1.2,0,0
473,4.83144,3.21167,3.69333,3.33333,2.35302,3.26613,2.2,2.53333,1,0
474,2.75693,3.55887,3.21326,3.76217,1.47491,1.95482,2.50411,1.76824,0,0
475,3.92656,4.37833,4.36,4.16667,1.50726,1.75456,1.33333,1.4,1,0
476,3.38582,3.37833,3.19333,3,1,1.91927,3.06667,1.82223,1,0
477,4.69633,4.71167,2.11,3,1.17231,1.91587,1.53333,1.13333,0,0
478,2.72769,4.71167,4.19979,4.91667,1.46559,1.43938,1.3477,1.08606,0,0
479,4.50626,4.46167,3.27667,3.21632,1.24022,2.51726,2.4,1.86519,0,1
480,2.66939,3.545,3.44333,2.52778,1.22857,2.77402,2.6,1.93333,0,0
481,3.53444,4.48821,3.34369,4.15841,1.98363,2.27286,1.87387,1.83344,1,1
482,4.65374,3.545,4.77667,3.91667,1.16434,2.57925,2.13333,1.2,1,1
483,3.61645,5.045,2.44333,2.91485,2.03741,1.43983,1.8,2.37392,0,1
484,3.04645,1.96167,2.36,2.91667,1.00404,2.86974,3.2,2.4032,1,0
485,3.28966,3.12833,3.44333,3.41667,1.34162,2.39464,1.2,1.26667,1,1
486,4.13889,3.88471,3.29206,3.1057,2.13385,2.86667,1.9877,1.78569,0,1
487,4,4.24769,3.13142,5,2.09933,3.06667,3.60692,1.26667,1,1
488,4.5,4.35334,3.5138,4,2.2524,3.73333,3.22913,1.66667,1,1
489,4.34613,4.39183,4.69331,4.44511,1.22987,1.71435,1.39975,1.7149,1,1
490,4.91667,4.045,4.69333,4.25,3.82721,1.33333,1.71667,1.53333,1,1
491,2.75,2.87833,3.11,3.33333,1.67295,1.33333,1.2,1.26667,0,1
492,3.86111,3.92228,4.72657,3.49093,3.25375,1.53333,1.51459,1.94224,1,1
493,4.08333,3.85034,3.37996,4.81714,1.85859,1.4,1.28525,1.43255,0,0
494,3.16667,4.295,4.27667,3.75,1,1.53333,1,1.33333,1,1
495,3.80556,2.795,2.15217,3.08333,1.23459,3.16667,2.85841,2.93333,1,1
496,4.16667,4.32386,4.83385,2.67355,2.12892,2.13333,2.23865,1.96323,1,1
497,3.83333,3.91573,4.14422,3.7773,2.53313,2.2,1.99198,1.18764,1,0
498,4.25,3.49706,3.52814,4.56604,1.73532,3,2.20376,1.92401,1,0
499,4,2.12833,3.61,3.58333,1.00001,1,1.13333,1.13333,0,0
500,4.22222,3.82278,4.74197,3.33333,2.34418,3,2.25106,1.8,1,1
501,2.66667,3.12833,4.54323,3.38297,2.68653,2.33333,1.7766,2.04483,0,0
502,2.5,4.71167,3.03685,4.33333,2.341,2.26667,2.29629,1,1,0
503,1.51232,2.54575,1.19333,2.5,3.95049,4.77958,3.01667,4.13333,1,0
504,4.8562,4.10002,4.86,3.99588,1.75849,1.47582,1.2,1.84889,0,0
505,2.71759,3.6741,4.11,4.09912,1.83004,2.05784,1.93333,2.51631,0,0
506,4.30543,3.78468,4.44333,3.66667,1.50643,1.63467,1.53333,2.93333,0,1
507,4.99811,4.07753,4.77667,3.13434,1.44327,1.0001,1,1.06667,0,0
508,3.19801,2.80374,3.02667,3.79648,2.48303,2.15175,2.46667,1.6502,0,0
509,3.83866,3.96527,4.73776,3.18638,2.02186,1.4769,1.34999,1.98818,0,0
510,2.8292,3.87012,3.11,4.0759,3.86118,3.28744,3.2,2.33948,1,0
511,4.91363,3.66427,4.02667,3.33333,1.67057,1.10652,1.13333,1.2,1,1
512,1.74982,1.83131,3.11,2.36654,3.11692,3.21396,3.13333,1.3153,1,1
513,3.18519,3.47438,4.328,2.62056,1.70176,2.86179,1.84497,2.30778,0,0
514,1.40133,3.07381,3.44333,4.16194,1.57931,3.50523,3.56667,2.86667,1,0
515,2.9391,2.76862,2.69333,2.16667,2.68405,1,1.2,1,0,1
516,3.12305,3.77752,4.36,3.13066,1.19078,1.32331,1.26667,1.04206,1,1
517,2.2331,4.94907,4.02667,3.1415,2.30906,2.30297,1.06667,1.16093,1,1
518,2.90314,2.72558,2.22981,3.42163,1.00016,2.88219,2.57019,1.862,1,1
519,2.33361,2.34289,2.86,2.25,2.71455,2.6502,2.86667,2.86667,1,0
520,3.1392,3.10216,3.02667,3,1.16713,1.10421,1.53333,2.4,1,0
521,3.09272,3.98759,4.36,4.53103,3.15668,2.71473,3.46667,2.24641,1,1
522,2.19644,3.36748,3.86,3.5,1.75848,3.34126,2.4,1.73333,0,1
523,4.19932,4.42704,3.61576,3.20167,3.84565,3.48881,1.29964,2.00289,0,0
524,2.4802,3.78902,2.69333,1.64484,1.79429,1.62067,2.53333,2.09909,0,1
525,4.95481,4.0537,4.86,3.44585,1.56316,1.00307,1,1.84051,1,0
526,2.76134,2.89871,2.86,2.86477,1.83669,2.40637,2.13333,2.34574,1,0
527,2.40305,1.6308,1.52667,1.75,2.17091,1.45247,1.2,1,0,1
528,3.12695,3.22249,1.61,3.57106,1.89599,4.02762,1.46667,1.90721,0,1
529,3.20888,2.98433,4.11,3.83333,2.74739,2.01201,1.86667,1.8,0,1
530,2.11043,3.69165,4.19333,3.41667,1.93007,2.3552,1.26667,1,1,0
531,4.91247,3.4629,5.11,5,1.5529,1.1732,1,1.4,1,0
532,4.19054,3.40106,2.69333,4.54165,3.77549,2.10788,1.53333,1.9617,1,1
533,4.16171,2.37771,3.61,3.83333,1.84882,2.3365,2.05,1.86667,1,0
534,4.85645,3.71775,5.11,5,1.24833,1.17589,2.66667,1.2,0,0
535,3.43176,3.43332,4.44333,3.66667,2.68583,1.40818,1.66667,1.8,1,1
536,3.8664,3.52675,4.52667,4.16667,1.81683,1.6095,1.33333,1.6,1,1
537,3.58424,3.39441,4.77667,4.91667,1.24271,1.14384,1.13333,1.04102,1,1
538,1.9877,4.70197,4.69333,3.97483,2.15608,2.20571,2.53333,1.11922,1,1
539,2.04426,3.01706,4.19333,2.33333,2.556,1.96234,1.46667,1.8,1,1
540,4.76097,4.13558,4.19333,2.71918,1.39405,1.12274,1.06667,1,0,0
541,3.5281,3.94646,4.36,4.5488,2.00196,1.00551,1.86667,3.061,0,1
542,2.95432,3.48039,3.55444,3.77195,3.00944,2.08162,2.53333,1.45977,0,1
543,2.81599,3.17803,2.82332,2.89472,2.98437,2.94754,1.99214,2.33794,0,0
544,3.51071,3.935,3.392,4.70087,2.23651,2.1505,2.11254,2.13747,1,0
545,1.09112,2.41229,2.52667,1.91667,1.83441,1.35136,1.73333,2.53333,0,1
546,4.83333,2.21167,2.52667,2.89896,1.4,3.4,1.53333,2.08798,0,1
547,3.53604,2.545,4.69333,3.58333,1.76385,1.86984,2.06667,1.53333,0,0
548,4.71877,3.48009,2.69222,3.93502,2.5791,2.66361,1.7529,2.1716,0,1
549,4.5,4.02789,3.66485,3.48896,1.26667,1.13333,1.42992,1.00458,0,0
550,4.36111,4.71167,4.77667,3.04272,3.26667,1.26667,1.2,2.04889,1,0
551,2.66667,4.96167,4.19333,4.10853,3.2,2.33333,2.66667,2.16592,1,0
552,3.41667,4.71393,4.80534,4.29849,1,1.43333,1.53151,1.34528,1,0
553,4.48593,4.37833,3.27667,3.47275,1.89027,3.06011,1.33333,2.03105,0,1
554,4.38403,4.22595,3.33582,3.76165,1.65436,1.96219,1.16213,2.10644,1,0
555,4.31195,4.14052,2.51051,3.76061,2.93333,2.11483,2.25348,1.18341,1,0
556,3.08333,4.35056,3.77667,3.68932,4.13333,2.4,3.6,3.59007,1,0
557,3.91667,4.045,4.44333,3.91676,3.13333,2.2,1.26667,1.04946,1,0
558,3.43881,2.0916,3.12036,3.22767,2.09944,1.59563,1.98363,1.40269,0,0
559,3.75,3.21167,3.86,4.32507,1.33333,1.93333,1.86667,2.01065,0,0
560,3.05556,3.96109,2.84343,3.46141,1.13333,1.8,2.32909,1.50286,1,0
561,3.73626,3.85438,3.39774,3.56508,1.20463,2.71429,1.77285,1.00121,0,0
562,4.66667,4.045,3.11,3.67333,2.13333,1.26667,1.53333,1.34086,1,0
563,4.17788,3.7003,3.24784,3.09586,1.63205,1.19001,2.25335,1.62145,1,1
564,4.83333,3.87833,2.61,2.38962,1.73333,2.2,2.93333,3.24015,1,1
565,3,4.87833,4.61,4.61264,2,1.33333,1.2,2.04743,1,0
566,3.16667,3.82278,4.19333,4.62299,2.46667,2.4,3.06667,2.44842,1,0
567,3.5,3.045,3.19333,4.41814,1.4963,1.46667,1.06667,1.002,1,1
568,4.08333,4.13583,4.11404,3.98005,1,1.2,1.77044,1.34381,0,0
569,3.75,4.17507,3.82628,3.99669,3.66667,3.71667,2.09634,1.74296,1,0
570,3.5,3.71167,3.86,3.49563,1.26667,2.2,2,2.93605,0,0
571,4.41667,4.12833,4.77667,4.90803,2.06667,2.8,1.46667,1.88105,1,0
572,4.89613,3.66142,4.70383,3.84397,2.65354,1.50166,1.95894,1.56161,0,0
573,2.24391,3.87689,2.84524,3.52349,1.72337,2.2186,2.18089,1.13781,0,0
574,4.2764,4.21167,4.11,4.49379,2.04422,1.35394,1.73333,1.74686,1,0
575,4.83333,4.87833,5.02667,4.83995,2.33333,1.06667,2,1.07296,1,0
576,4.83333,4.295,3.61,4.71282,1.4,1.93333,1.66667,1.09452,0,0
577,5,4.12833,3.69333,4.88017,1.6,2.86667,1.2,1.57312,0,1
578,4.25,3.21167,3.86,4.68864,1.2,2.66667,1.66667,1.91812,1,0
579,4.75,4.94339,2.30063,3.29351,1,1.06667,1.03748,2.62326,1,0
580,3.50852,4.545,3.7669,3.24691,1.46558,2.04897,2.00719,1.12884,1,1
581,5,3.94618,4.90292,4.28652,1.62806,1,1.99091,2.26986,1,0
582,2.83333,2.83785,4.72781,3.659,2.59833,1.86667,1.53018,2.22358,1,1
583,2.16667,2.62833,2.61,3.08333,1.52309,1.2,1.13333,1.06667,1,0
584,4,4.71167,4.61,4.66667,1.28339,1.2,1.66667,1.06667,1,0
585,2.91667,2.71167,2.36,2.33333,2.29638,1.53333,1.26667,1.26667,1,0
586,4.08333,3.48315,3.56575,4.08333,1.57374,1.66667,1.77102,1.06667,0,0
587,3.52865,2.87391,4.46349,3.74056,2.11336,1.12598,2.74761,2.34865,1,0
588,4.75,4.97921,4.83972,4.5,1.55049,1.6,1.6608,1.51958,0,0
589,4.08333,3.96167,4.19333,4.25,2.28335,1.26667,1.73333,1.93333,0,0
590,3.83333,4.295,4.52667,3.65027,1.47512,1.33333,1.33333,1.78322,1,0
591,4.08333,4.045,4.02667,3.83333,1.66742,1.53333,1.6,1.4,1,0
592,3.58333,3.3004,3.87542,4.40997,1.02361,1.7,1.74016,3.45962,0,0
593,4.25,4.37833,3.94333,4.07399,1.58671,2,1,1.30557,1,0
594,4.66667,3.46167,3.77667,4.72202,1.97321,2.13333,1.26667,2.16609,1,0
595,4.41667,4.87833,4.77667,3.5,1.57259,1.26667,1.2,1.06667,1,0
596,3.33333,2.71167,2.86,3.33333,1.49618,1.53333,1.53333,1.66667,0,0
597,3.91667,3.96167,4.19333,4.16667,1.04814,1.2,1.13333,1,1,0
598,4.41667,4.48339,5.00182,3.91667,2.94321,3.66667,1.97244,1.46667,1,0
599,4.33333,5.045,4.69333,3.58333,1.65952,1.33333,1.73333,1.06358,0,0
600,4.5,5.045,4.86,4.44851,1.01217,1.26667,1.4,1.15358,0,0
601,3.25,3.12833,3.94333,4.45721,1.83282,1.13333,1.8,1.49261,1,0
602,3.75,3.545,4.77667,4.5,1.59104,1.73333,1.4,1.33333,0,0
603,4,4.045,4.93727,4.33333,1.49394,1.66667,1.33654,1.53333,0,0
604,4,4.46167,4.69333,4,1.55423,1.26667,1.26667,1.18811,0,0
605,2.94184,4.37833,4.44333,2.07671,3.51082,3.65342,2,1.48606,0,0
606,4.41667,4.62833,4.19333,4.16667,2.7219,1.93333,2,2.13333,1,0
607,4.58333,4.62833,4.69333,4.75,2.48568,1.46667,1.6,1.4,0,0
608,3.91667,1.795,2.00354,3.47167,1.27246,1,1.56758,1.37952,0,0
609,4,4.12833,3.36,4.08333,2.19915,2.6,1.73333,2,1,0
610,4.66667,5.045,5.11,4.94558,1.07064,1,1.13333,1.3102,0,1
611,3.25,2.545,3.27667,3.16237,1.6431,2.06667,3,2.7328,1,0
612,3.83333,3.045,2.86,3.41667,1.42703,1.26667,2.06667,1.95,0,0
613,3.16667,2.96947,3.8786,4.08581,1.00001,2,2.56438,1.05138,1,0
614,2.66667,3.06198,3.96945,4.08065,1.36467,3.26667,1.61097,1.83887,1,0
615,3.25,3.38928,4.36529,4.64361,2.36063,1.53333,1.88771,2.28925,1,0
616,3.91667,3.96167,4.36,3.5,1.93177,1.66667,1.73333,1.4,1,0
617,5,4.295,4.27667,4.86672,1.65612,1.06667,2.33333,2.39847,1,0
618,2.45776,3.43693,4.77667,4,1.64642,2.08752,1.2,2.927,1,0
619,4.4673,3.68563,4.14974,2.98427,2.66355,1.72919,1.44652,1.47173,0,0
620,3.20009,3.38405,4.44333,3.49252,2.1347,1.31365,1.06667,2.50184,1,0
621,4.95503,5.02615,5.11,3.63889,2.11897,1.385,1,1.2,0,0
622,2.62823,1.54626,2.19333,3.66667,3.75573,1.91714,3.2,1.8,1,0
623,3.13783,3.50823,3.52667,3.58333,1.85804,2.99343,1.26667,1.8,1,0
624,3.31972,2.94632,4.11,3.08333,1.1193,1.54867,1.13333,2.06667,1,0
625,3.92255,4.6351,3.77667,4.33353,1.41665,1.8862,1.33333,1.15284,1,0
626,3.73208,4.68391,4.77667,4.5,2.23936,1.41017,1.06667,1.06667,0,0
627,2.66024,2.0825,3.36,2.33333,1.9377,1.56249,1.26667,2.42225,0,0
628,3.91865,2.07823,2.77667,4.41667,2.88102,2.27683,1.66667,1.88856,1,0
629,4.52972,4.40168,3.69333,3.66667,3.69692,2.66505,2.73333,1.86667,0,0
630,4.12937,4.09524,4.19333,3.9025,3.1255,2.12974,1.4,2.6,1,0
