Couple_ID,Particiapnt_ID,ID,Time,Event,IQ,Gender,Pep_Self,Pep_Mate,Pep_P1,Pep_P2,Pep_P3,Pep_P4,Pep_P5,Pep_P6,Pep_P7,Intelligence_Self,Intelligence_Mate,Intelligence_P1,Intelligence_P2,Intelligence_P3,Intelligence_P4,Intelligence_P5,Intelligence_P6,Intelligence_P7,SelfAssured_Self,SelfAssured_Mate,SelfAssured_P1,SelfAssured_P2,SelfAssured_P3,SelfAssured_P4,SelfAssured_P5,SelfAssured_P6,SelfAssured_P7,Sociable_Self,Sociable_Mate,Sociable_P1,Sociable_P2,Sociable_P3,Sociable_P4,Sociable_P5,Sociable_P6,Sociable_P7,Attractive_Self,Attractive_Mate,Attractive_P1,Attractive_P2,Attractive_P3,Attractive_P4,Attractive_P5,Attractive_P6,Attractive_P7,Nervous_Self,Nervous_Mate,Nervous_P1,Nevrous_P2,Nervous_P3,Nervous_P4,Nervous_P5,Nervous_P6,Nervous_P7,Popular_Self,Popular_Mate,Popular_P1,Popular_P2,Popular_P3,Popular_P4,Popular_P5,Popular_P6,Popular_P7,Religious_Self,Religious_Mate,Religious_P1,Religious_P2,Religious_P3,Religious_P4,Religious_P5,Religious_P6,Religious_P7,Punctual_Self,Punctual_Mate,Punctual_P1,Punctual_P2,Punctual_P3,Punctual_P4,Punctual_P5,Punctual_P6,Punctual_P7,Initiative_Self,Initiative_Mate,Initiative_P1,Initiative_P2,Initiative_P3,Initiative_P4,Initiative_P5,Initiative_P6,Initiative_P7,Courtesy_Self,Courtesy_Mate,Courtesy_P1,Courtesy_P2,Courtesy_P3,Courtesy_P4,Courtesy_P5,Courtesy_P6,Courtesy_P7,Jealous_Self,Jealous_Mate,Jealous_P1,Jealous_P2,Jealous_P3,Jealous_P4,Jealous_P5,Jealous_P6,Jealous_P7,Voice_Self,Voice_Mate,Voice_P1,Voice_P2,Voice_P3,Voice_P4,Voice_P5,Voice_P6,Voice_P7,Cooperation_Self,Cooperation_Mate,Cooperation_P1,Cooperation_P2,Cooperation_P3,Cooperation_P4,Cooperation_P5,Cooperation_P6,Cooperation_P7,Culture_Self,Culture_Mate,Culture_P1,Culture_P2,Culture_P3,Culture_P4,Culture_P5,Culture_P6,Culture_P7,Graceful_Self,Graceful_Mate,Graceful_P1,Graceful_P2,Graceful_P3,Graceful_P4,Graceful_P5,Graceful_P6,Graceful_P7,Persistent_Self,Persistent_Mate,Persistent_P1,Persistent_P2,Persistent_P3,Persistent_P4,Persistent_P5,Persistent_P6,Persistent_P7,Generosity_Self,Generosity_Mate,Generosity_P1,Generosity_P2,Generosity_P3,Generosity_P4,Generosity_P5,Generosity_P6,Generosity_P7,Honesty_Self,Honesty_Mate,Honesty_P1,Honesty_P2,Honesty_P3,Honesty_P4,Honesty_P5,Honesty_P6,Honesty_P7,Dress_Self,Dress_Mate,Dress_P1,Dress_P2,Dress_P3,Dress_P4,Dress_P5,Dress_P6,Dress_P7,Patience_Self,Patience_Mate,Patience_P1,Patience_P2,Patience_P3,Patience_P4,Patience_P5,Patience_P6,Patience_P7,CSense_Self,CSense_Mate,CSense_P1,CSense_P2,CSense_P3,CSense_P4,CSense_P5,CSense_P6,CSense_P7,Interests_Self,Interests_Mate,Interests_P1,Interests_P2,Interests_P3,Interests_P4,Interests_P5,Interests_P6,Interests_P7,Disposition_Self,Disposition_Mate,Disposition_P1,Disposition_P2,Disposition_P3,Disposition_P4,Disposition_P5,Disposition_P6,Disposition_P7,Convention_Self,Convention_Mate,Convention_P1,Convention_P2,Convention_P3,Convention_P4,Convention_P5,Convention_P6,Convention_P7,Sport_Self,Sport_Mate,Sport_P1,Sport_P2,Sport_P3,Sport_P4,Sport_P5,Sport_P6,Sport_P7,Quiet_Self,Quiet_Mate,Quiet_P1,Quiet_P2,Quiet_P3,Quiet_P4,Quiet_P5,Quiet_P6,Quiet_P7,Sincere_Self,Sincere_Mate,Sincere_P1,Sincere_P2,Sincere_P3,Sincere_P4,Sincere_P5,Sincere_P6,Sincere_P7,Temper_Self,Temper_Mate,Temper_P1,Temper_P2,Temper_P3,Temper_P4,Temper_P5,Temper_P6,Temper_P7,Entertaining_Self,Entertaining_Mate,Entertaining_P1,Entertaining_P2,Entertaining_P3,Entertaining_P4,Entertaining_P5,Entertaining_P6,Entertaining_P7,Vanity_Self,Vanity_Mate,Vanity_P1,Vanity_P2,Vanity_P3,Vanity_P4,Vanity_P5,Vanity_P6,Vanity_P7,Tact_Self,Tact_Mate,Tact_P1,Tact_P2,Tact_P3,Tact_P4,Tact_P5,Tact_P6,Tact_P7,Tolerant_Self,Tolerant_Mate,Tolerant_P1,Tolerant_P2,Tolerant_P3,Tolerant_P4,Tolerant_P5,Tolerant_P6,Tolerant_P7,Humor_Self,Humor_Mate,Humor_P1,Humor_P2,Humor_P3,Humor_P4,Humor_P5,Humor_P6,Humor_P7,Dependable_Self,Dependable_Mate,Dependable_P1,Dependable_P2,Dependable_P3,Dependable_P4,Dependable_P5,Dependable_P6,Dependable_P7,Unselfish_Self,Unselfish_Mate,Unselfish_P1,Unselfish_P2,Unselfish_P3,Unselfish_P4,Unselfish_P5,Unselfish_P6,Unselfish_P7,C_PEER,C_SELF,A_Peer,A_Self,E_Peer,E_Self,N_Peer,N_Self,O_Peer,O_Self,FatherOccupation,ChildSES,Income,Schooling,OccupationStatus,Earnings,ZC_PEER,ZC_SELF,ZA_Peer,ZA_Self,ZE_Peer,ZE_Self,ZN_Peer,ZN_Self,ZO_Peer,ZO_Self
156,156B,M156,70.13417306,1,109,1,8,20,17,10,12,23,17,999,999,13,10,16,9,18,15,14,999,999,21,21,18,20,14,20,15,999,999,19,22,14,17,12,22,15,999,999,17,12,12,13,13,15,15,999,999,1,16,4,6,11,5,7,999,999,14,21,6,9,13,19,9,999,999,4,4,7,12,7,4,10,999,999,18,22,11,13,18,14,18,999,999,7,5,13,6,12,12,15,999,999,24,21,11,19,13,17,10,999,999,5,2,20,5,5,4,14,999,999,21,22,20,22,20,23,21,999,999,22,12,9,13,16,18,17,999,999,16,12,17,12,20,14,11,999,999,12,11,15,7,11,18,10,999,999,8,9,10,6,10,10,10,999,999,18,16,12,16,10,17,9,999,999,19,21,12,12,18,15,18,999,999,21,11,16,16,16,14,16,999,999,22,16,5,6,5,16,11,999,999,13,7,14,7,10,16,10,999,999,10,12,12,5,12,10,12,999,999,19,13,15,7,10,12,18,999,999,12,11,12,18,19,16,19,999,999,21,13,9,10,23,14,15,999,999,12,14,7,5,12,7,8,999,999,23,21,11,13,12,23,19,999,999,8,21,4,9,7,12,6,999,999,21,16,12,14,18,19,12,999,999,16,16,5,9,22,13,15,999,999,9,0,4,13,12,17,10,999,999,2,2,3,12,9,17,15,999,999,22,15,16,23,24,20,21,999,999,19,20,13,10,24,22,16,999,999,8,20,9,9,12,16,9,999,999,-2.65,-1.803,-1.203,-.145,-.7,-.513,-2.234,-8.123,-2.23,-2.765,2,9,6,999,999,999,-2.20000132484628,-1.55255294467846,-1.46112813328406,-.0665674863574795,-.861949555008809,-.293676533612352,-2.7436068662786,-2.49195730666233,-1.50802454066635,-1.30043652373144
157,157B,M157,54.81927711,1,104,1,11,16,10,19,14,12,14,999,999,15,19,17,24,16,16,13,999,999,11,12,16,22,19,15,13,999,999,15,14,22,18,23,24,16,999,999,13,12,7,15,4,5,10,999,999,13,21,13,10,19,15,20,999,999,12,19,14,21,16,17,14,999,999,13,14,13,13,12,4,14,999,999,11,10,12,18,10,19,14,999,999,13,8,14,16,13,15,12,999,999,15,24,17,21,24,24,22,999,999,7,14,14,20,22,15,17,999,999,14,12,14,19,11,12,14,999,999,14,22,17,21,22,24,16,999,999,15,20,16,22,21,20,16,999,999,13,12,6,12,11,4,13,999,999,16,24,16,18,21,20,13,999,999,15,15,7,21,22,12,16,999,999,18,24,18,24,25,16,15,999,999,16,14,14,13,18,16,13,999,999,14,24,14,12,23,18,17,999,999,15,13,6,24,14,15,13,999,999,16,24,17,22,22,24,14,999,999,16,20,16,18,22,13,18,999,999,20,20,15,12,13,5,13,999,999,16,24,14,24,23,20,19,999,999,14,15,15,13,9,12,21,999,999,20,23,14,24,24,17,20,999,999,14,23,14,15,21,24,20,999,999,15,15,14,23,16,15,13,999,999,17,22,14,16,21,10,18,999,999,20,17,11,15,10,25,17,999,999,14,13,15,17,17,15,18,999,999,18,16,15,24,23,23,13,999,999,16,14,12,24,14,22,17,999,999,17,20,8,18,23,17,18,999,999,-.032,-.641,.213,-.84,.571,-1.011,.389,-1.026,.419,-.521,5,8,5,7,4,6,-.122332225406774,-.637937625749542,.328875186146162,-.367161359520031,.767822018695868,-.609460025322398,.337267449746257,-.473367047858713,.195276244118487,-.342346427024351
158,158B,M158,70.81325301,1,110,1,12,18,13,16,11,14,12,999,999,17,20,12,23,17,16,18,999,999,12,12,13,11,9,12,11,999,999,13,14,11,12,18,12,20,999,999,12,18,14,18,13,12,14,999,999,21,23,20,21,13,18,19,999,999,21,18,13,19,14,12,18,999,999,13,3,12,21,13,12,12,999,999,13,24,23,22,23,13,21,999,999,17,17,11,14,12,12,18,999,999,25,23,23,20,20,13,19,999,999,9,14,2,11,9,16,12,999,999,12,21,14,15,13,11,12,999,999,22,21,12,21,18,13,18,999,999,7,21,14,16,18,14,20,999,999,11,13,2,6,7,10,16,999,999,24,22,14,9,19,13,18,999,999,16,21,11,21,13,15,13,999,999,22,25,13,23,20,14,22,999,999,16,21,12,22,13,13,21,999,999,19,24,22,23,22,13,16,999,999,20,24,22,23,18,15,20,999,999,20,22,13,10,21,15,16,999,999,17,23,2,22,15,15,18,999,999,12,12,23,11,14,12,9,999,999,12,24,11,21,9,13,19,999,999,12,23,23,21,13,12,14,999,999,25,24,2,21,14,14,21,999,999,9,24,21,22,19,16,12,999,999,13,24,11,21,17,12,13,999,999,14,24,23,10,11,15,18,999,999,23,24,3,10,16,11,17,999,999,6,18,6,17,20,15,9,999,999,24,24,20,23,18,14,18,999,999,25,23,13,4,12,13,22,999,999,22,23,21,18,19,12,21,999,999,-.918,1.544,-.354,1.853,-.73,-.041,-.073,-1.381,-.284,-.762,4,6,8,999,999,999,-.825470048975683,1.08188549977514,-.387884617608734,.797585835338603,-.900417806158408,.005620269775482,-.205379875455224,-.574339225099136,-.256751106468051,-.445242912455014
159,159B,M159,81.41566265,1,124,1,16,18,3,11,15,17,9,999,999,20,22,18,22,19,20,19,999,999,10,11,6,15,10,10,4,999,999,20,17,15,15,19,17,13,999,999,17,13,12,12,14,13,14,999,999,22,24,21,16,23,23,21,999,999,19,12,16,13,19,18,15,999,999,6,5,1,12,13,16,9,999,999,3,9,1,11,7,1,5,999,999,12,10,2,16,14,7,11,999,999,16,12,4,20,15,9,9,999,999,7,14,15,22,15,21,13,999,999,18,24,12,16,13,21,15,999,999,6,24,1,13,16,18,13,999,999,17,19,0,18,14,14,11,999,999,22,10,4,23,11,10,15,999,999,11,13,0,21,18,16,20,999,999,11,21,16,5,12,3,9,999,999,23,23,12,25,24,22,20,999,999,5,9,2,13,10,6,6,999,999,16,21,18,18,21,21,20,999,999,16,19,20,20,21,22,21,999,999,15,12,1,12,14,10,5,999,999,15,20,18,20,19,19,22,999,999,18,10,9,15,14,8,17,999,999,14,17,20,25,24,24,20,999,999,10,14,17,15,11,22,21,999,999,24,23,8,22,22,24,21,999,999,24,24,19,22,23,23,24,999,999,21,23,13,13,18,22,19,999,999,19,12,3,12,19,19,22,999,999,15,13,1,19,13,2,16,999,999,20,12,2,17,12,20,17,999,999,17,21,20,25,23,24,24,999,999,12,21,1,21,15,11,10,999,999,12,20,1,19,16,8,16,999,999,-2.077,-2.147,-2.004,-3.223,-.311,1.191,1.547,5.63,.325,1.062,1,9,9,999,999,999,-1.74526320644336,-1.82331686009287,-2.47369357033462,-1.39783071167307,-.363144565102342,.78683565488949,1.69740944667984,1.41979016823215,.134834464665948,.333525508397805
160,160B,M160,85.87349398,1,140,1,15,14,17,11,8,10,8,999,999,23,22,19,23,23,25,22,999,999,12,17,13,15,24,23,13,999,999,11,14,13,8,10,22,16,999,999,18,14,21,12,8,12,12,999,999,15,18,8,19,24,24,13,999,999,14,18,13,17,9,19,11,999,999,0,4,0,4,1,15,0,999,999,23,21,16,11,22,9,11,999,999,17,21,19,14,23,22,16,999,999,20,19,22,12,16,24,19,999,999,16,9,9,25,10,23,6,999,999,12,13,13,16,22,19,10,999,999,13,16,11,19,24,22,13,999,999,17,19,13,21,19,23,14,999,999,12,12,8,6,16,15,13,999,999,22,23,20,22,24,24,23,999,999,14,15,3,22,14,18,9,999,999,18,21,18,22,24,23,17,999,999,18,22,17,23,19,16,13,999,999,15,15,5,19,24,17,11,999,999,23,23,15,24,22,20,20,999,999,13,17,5,20,13,24,15,999,999,16,13,13,21,16,22,15,999,999,4,13,21,21,21,22,5,999,999,10,19,18,24,18,22,4,999,999,18,15,16,12,21,9,11,999,999,22,18,16,21,23,20,10,999,999,15,24,15,21,21,24,14,999,999,14,17,13,22,19,19,14,999,999,11,11,8,21,12,11,9,999,999,14,18,15,11,23,15,17,999,999,9,15,10,19,3,10,8,999,999,18,18,20,22,23,21,14,999,999,23,21,23,23,24,19,18,999,999,16,17,7,25,10,22,15,999,999,1.72,1.551,.044,-2.217,-1.151,-1.921,.677,.565,2.459,3.691,2,9,9,8,2,8,1.26807123609743,1.08739523061206,.11523778432151,-.962726486634898,-1.44025559729111,-1.18649411659979,.675541107014713,-.0208410366206478,1.50699145776932,1.4559938079713
161,161B,M161,91.31161008,1,131,1,15,15,8,9,14,12,999,999,999,21,21,16,18,19,22,999,999,999,9,11,7,4,11,15,999,999,999,14,15,15,16,16,17,999,999,999,7,11,5,9,11,11,999,999,999,22,22,23,15,23,18,999,999,999,14,19,14,18,21,18,999,999,999,5,10,4,999,3,11,999,999,999,3,9,5,20,11,4,999,999,999,11,11,6,6,13,15,999,999,999,20,22,19,24,21,19,999,999,999,14,20,23,25,22,12,999,999,999,16,21,16,19,21,14,999,999,999,20,20,20,24,20,19,999,999,999,15,20,14,19,19,14,999,999,999,18,16,14,8,9,10,999,999,999,21,16,7,24,21,18,999,999,999,17,23,21,24,19,14,999,999,999,14,21,23,24,24,16,999,999,999,6,18,2,5,13,7,999,999,999,20,24,22,14,24,14,999,999,999,19,23,20,24,20,20,999,999,999,17,24,16,24,14,17,999,999,999,15,22,18,5,14,12,999,999,999,11,6,16,5,17,10,999,999,999,17,24,22,24,23,19,999,999,999,21,13,23,24,16,13,999,999,999,13,24,22,24,23,21,999,999,999,16,24,22,18,23,14,999,999,999,9,22,19,19,21,20,999,999,999,14,24,22,24,22,18,999,999,999,16,25,21,24,22,18,999,999,999,14,23,22,24,16,11,999,999,999,21,24,19,13,24,20,999,999,999,4,21,9,24,18,15,999,999,999,16,25,22,24,24,20,999,999,999,-.766,-1.206,1.011,.302,-.348,-1.218,.874,2.429,1.375,2.182,4,8,3,8,1,9,-.70484143816025,-1.08265161472961,1.33764824328268,.126764112640593,-.410588741520181,-.740719428503079,.906929685076816,.509334001058644,.809982001103877,.811716644009186
162,162B,M162,89.62212486,1,120,1,13,22,18,19,15,16,18,999,999,14,17,16,16,15,22,15,999,999,11,12,16,16,3,18,14,999,999,13,19,14,21,12,21,18,999,999,12,12,15,21,12,17,14,999,999,17,24,24,20,23,24,22,999,999,12,18,17,22,12,14,17,999,999,23,24,24,21,19,21,19,999,999,12,23,20,24,22,22,21,999,999,13,22,17,24,11,14,21,999,999,15,24,22,24,17,18,17,999,999,22,23,23,23,13,12,21,999,999,12,15,14,24,13,16,20,999,999,14,24,22,24,14,14,20,999,999,18,20,21,23,13,14,14,999,999,13,18,18,23,12,13,14,999,999,14,21,22,23,18,23,19,999,999,16,18,19,999,14,13,13,999,999,18,24,24,23,20,24,23,999,999,19,23,19,19,16,12,19,999,999,17,22,21,22,12,21,22,999,999,15,23,17,23,16,23,21,999,999,12,17,20,20,16,19,16,999,999,17,22,22,21,13,21,23,999,999,13,17,11,14,10,12,15,999,999,21,23,22,24,19,14,22,999,999,13,12,18,20,18,11,13,999,999,22,23,24,24,16,22,23,999,999,19,20,21,23,17,22,24,999,999,12,18,13,22,11,15,14,999,999,23,19,22,22,15,13,19,999,999,20,18,19,22,16,9,11,999,999,20,15,22,23,14,14,17,999,999,21,20,14,24,12,17,16,999,999,17,23,22,23,17,22,22,999,999,18,22,20,24,17,19,21,999,999,1.141,-.512,.072,-.369,-.254,-1.53,1.41,3.602,-.087,-.787,2,8,5,999,999,999,.808571462004433,-.536401157469137,.15063333018595,-.163449540441525,-.290054887918104,-.938559688369614,1.53649454721533,.842968828954464,-.13008056867922,-.455916821732054
163,163B,M163,30.89539978,1,98,1,12,17,21,13,17,11,12,999,999,23,24,21,21,2,22,19,999,999,12,23,15,22,4,23,18,999,999,19,21,22,22,23,19,24,999,999,19,21,20,14,17,19,18,999,999,23,14,13,14,15,13,9,999,999,12,19,17,17,17,20,20,999,999,4,0,1,2,0,1,2,999,999,24,24,24,23,20,15,12,999,999,13,21,18,20,20,19,16,999,999,24,25,24,23,24,19,24,999,999,9,18,24,18,15,23,13,999,999,14,18,19,4,17,18,19,999,999,24,24,25,17,24,20,20,999,999,22,18,22,17,23,20,20,999,999,14,18,13,11,14,13,11,999,999,16,21,24,16,17,21,21,999,999,15,21,19,23,16,13,16,999,999,21,24,24,21,24,21,25,999,999,20,20,18,21,18,19,13,999,999,20,19,12,20,11,12,23,999,999,16,17,19,21,19,18,22,999,999,18,19,18,15,21,10,18,999,999,16,13,19,24,21,16,18,999,999,12,12,12,2,8,12,12,999,999,22,24,25,19,22,18,22,999,999,20,14,12,18,11,16,14,999,999,24,23,24,22,22,23,25,999,999,21,25,12,21,15,12,23,999,999,13,24,13,15,21,12,22,999,999,12,22,24,21,20,23,14,999,999,21,22,13,20,21,20,21,999,999,12,4,12,12,12,16,4,999,999,23,20,20,15,22,14,23,999,999,21,24,24,22,23,20,25,999,999,17,24,21,13,21,13,24,999,999,1.006,.414,1.057,3.163,.957,-.358,.324,3.806,1.896,3.873,2,9,8,999,999,999,.701434208977568,.192457521815008,1.3957980686314,1.36417284806226,1.26278018348737,-.195390507076093,.260920964598862,.900992277284172,1.14498377870784,1.53369986750815
164,164B,M164,81.549836,1,133,1,15,16,23,22,10,23,16,999,999,15,18,19,19,13,13,15,999,999,3,8,1,24,17,12,10,999,999,16,13,17,19,10,21,14,999,999,10,16,18,19,12,12,14,999,999,22,20,9,21,21,24,9,999,999,12,19,17,19,12,23,10,999,999,2,14,2,6,1,2,9,999,999,18,12,25,24,10,23,9,999,999,18,16,17,23,15,23,9,999,999,12,20,25,24,18,23,17,999,999,24,17,24,18,23,13,12,999,999,12,14,17,19,12,23,15,999,999,24,17,16,24,21,22,14,999,999,16,17,16,24,17,22,15,999,999,13,14,13,19,13,13,14,999,999,16,17,24,24,20,22,10,999,999,15,17,12,24,22,23,13,999,999,12,22,25,25,22,22,19,999,999,9,13,18,11,15,13,15,999,999,22,22,19,24,22,23,10,999,999,14,15,12,24,12,13,17,999,999,16,18,4,19,19,23,9,999,999,16,18,21,24,15,23,11,999,999,3,8,1,1,4,2,11,999,999,24,20,23,24,13,22,14,999,999,23,22,24,19,19,23,15,999,999,22,20,24,24,20,23,16,999,999,21,21,23,24,21,12,16,999,999,11,14,18,19,15,21,14,999,999,16,21,24,19,15,23,16,999,999,19,20,3,24,16,2,14,999,999,22,21,24,24,22,22,16,999,999,22,16,19,18,8,21,13,999,999,24,19,24,24,21,22,14,999,999,22,21,13,24,20,12,13,999,999,1.189,.938,-.196,1.661,-.512,-1.388,.937,5.02,.493,.252,4,7,9,6,4,7,.846664707525097,.604900230178822,-.188152608802255,.714544074695135,-.620881847804655,-.84851700599446,.980927047604291,1.24628868057959,.242858070496017,-.0123091521782822
165,165B,M165,76.14184009,1,110,1,16,16,13,13,11,16,21,999,999,17,18,20,22,23,16,22,999,999,14,17,22,24,23,22,23,999,999,11,16,19,24,24,16,3,999,999,15,14,13,15,15,13,18,999,999,22,19,12,21,19,21,20,999,999,15,14,13,15,15,13,18,999,999,22,19,12,21,19,21,20,999,999,15,14,15,9,20,13,16,999,999,19,24,21,19,14,16,20,999,999,19,20,23,24,24,18,22,999,999,14,20,12,24,13,12,20,999,999,14,19,21,14,24,12,21,999,999,18,19,19,18,13,15,20,999,999,17,19,22,20,21,16,18,999,999,17,17,13,24,19,15,14,999,999,16,22,22,8,22,17,13,999,999,14,18,19,13,16,13,13,999,999,19,20,23,13,20,15,23,999,999,18,22,22,24,23,16,20,999,999,11,12,12,20,11,17,4,999,999,20,18,22,24,20,19,20,999,999,17,22,21,17,20,17,23,999,999,18,18,20,14,18,16,19,999,999,10,10,13,22,22,20,22,999,999,13,14,17,25,13,13,19,999,999,19,15,13,14,18,12,20,999,999,15,17,19,12,15,14,22,999,999,18,22,21,24,15,16,14,999,999,14,14,21,13,21,16,14,999,999,15,10,18,12,21,10,23,999,999,18,22,23,24,19,16,23,999,999,15,18,13,17,18,14,19,999,999,19,17,20,23,20,16,19,999,999,14,20,13,11,19,13,15,999,999,12,17,20,14,15,12,24,999,999,-.936,-.702,.915,-1.173,-.287,-1.395,.666,3.254,1.313,1.266,7,8,5,6,4,9,-.839755016045932,-.685950994471284,1.21629208603318,-.511186913136044,-.332369964182663,-.852955729773517,.662620932605154,.743987652392022,.770116146571352,.42062460809845
166,166b,M166,70.02738226,1,102,1,17,13,14,11,13,13,11,999,999,17,18,15,15,19,20,17,999,999,7,10,14,12,14,21,10,999,999,18,15,18,19,17,20,14,999,999,13,13,13,12,12,4,11,999,999,24,22,21,16,14,24,22,999,999,11,12,11,14,18,12,12,999,999,22,24,18,14,17,21,24,999,999,10,22,13,9,11,11,2,999,999,21,21,9,13,16,21,11,999,999,13,13,18,14,15,19,23,999,999,24,12,0,14,13,23,24,999,999,12,13,14,14,12,4,11,999,999,23,24,17,13,18,24,14,999,999,10,13,13,13,12,19,11,999,999,13,9,10,11,12,1,11,999,999,23,24,18,13,16,24,21,999,999,10,7,0,11,13,11,11,999,999,23,23,21,16,18,24,24,999,999,10,12,21,12,13,18,12,999,999,23,24,21,10,14,23,24,999,999,22,24,22,14,20,24,14,999,999,23,13,13,14,6,24,11,999,999,15,24,15,16,17,24,13,999,999,12,24,5,15,12,12,4,999,999,22,13,15,16,18,24,24,999,999,19,16,17,17,18,13,19,999,999,23,24,20,18,20,24,24,999,999,25,24,19,15,18,22,24,999,999,13,12,12,13,13,13,14,999,999,20,13,10,12,15,24,13,999,999,23,24,18,14,13,25,13,999,999,22,13,10,14,14,24,11,999,999,23,20,16,15,18,24,12,999,999,23,24,21,15,21,24,19,999,999,22,25,19,14,19,25,20,999,999,.765,1.788,.318,2.162,-.425,-.963,1.034,6.945,-.05,-.107,4,6,8,3,3,3,.510174372092571,1.27393897466211,.461608483137809,.931231168874183,-.509323919470818,-.579023062266008,1.0948594946704,1.79381386702414,-.106289655490455,-.165586489396573
167,167b,M167,84.93975904,1,135,1,13,12,12,17,6,14,999,999,999,15,17,18,19,15,19,999,999,999,12,12,12,20,10,12,999,999,999,14,17,14,15,12,21,999,999,999,12,21,21,22,22,21,999,999,999,13,23,22,22,20,17,999,999,999,12,20,6,17,13,16,999,999,999,15,22,0,19,15,12,999,999,999,12,9,23,9,13,16,999,999,999,13,15,17,23,13,19,999,999,999,16,21,24,20,20,22,999,999,999,13,20,0,23,18,21,999,999,999,12,12,22,20,12,20,999,999,999,20,23,23,17,13,23,999,999,999,12,17,23,20,14,21,999,999,999,13,12,13,16,10,13,999,999,999,18,25,17,23,16,25,999,999,999,14,25,13,18,18,13,999,999,999,16,25,25,23,23,22,999,999,999,14,20,13,18,21,18,999,999,999,15,25,17,20,19,18,999,999,999,17,24,25,23,15,25,999,999,999,14,12,12,15,13,18,999,999,999,13,22,15,21,15,16,999,999,999,12,18,18,15,12,17,999,999,999,12,20,19,21,18,22,999,999,999,16,20,21,20,16,15,999,999,999,19,25,22,24,15,25,999,999,999,13,25,25,22,15,22,999,999,999,12,19,13,17,13,19,999,999,999,16,16,21,23,13,22,999,999,999,14,21,13,21,16,25,999,999,999,13,20,16,17,12,16,999,999,999,12,13,22,23,16,20,999,999,999,16,25,25,23,14,19,999,999,999,12,15,19,22,14,22,999,999,999,.752,-.187,.589,-1.607,-.913,-1.719,.697,-1.039,-.367,-1.188,4,7,1,999,999,999,.499857451430725,-.28059222575494,.804186802040061,-.698895892923882,-1.13507413817096,-1.05840523040415,.699032333213911,-.47706462054639,-.310119911729335,-.627126326535771
168,168B,M168,67.16319825,1,94,1,17,19,16,18,25,23,22,999,999,14,13,11,13,15,17,21,999,999,17,24,17,19,22,21,21,999,999,16,21,15,19,21,22,21,999,999,11,15,11,12,10,16,20,999,999,16,13,14,13,11,10,20,999,999,16,20,14,20,19,21,24,999,999,14,14,9,8,13,12,15,999,999,12,18,13,12,11,16,13,999,999,12,20,12,16,23,16,15,999,999,14,12,13,15,12,19,20,999,999,12,12,14,13,11,18,8,999,999,14,21,18,12,12,16,20,999,999,11,16,999,18,18,20,22,999,999,12,10,13,12,10,20,23,999,999,13,12,9,10,12,13,23,999,999,10,17,13,23,25,12,15,999,999,15,19,13,13,7,21,19,999,999,14,19,14,23,25,19,18,999,999,13,14,9,7,7,15,23,999,999,13,12,10,12,8,10,14,999,999,11,19,11,14,17,19,15,999,999,18,19,16,20,20,17,19,999,999,14,13,16,23,19,17,24,999,999,8,13,10,12,6,10,11,999,999,13,20,12,25,21,20,21,999,999,7,8,10,9,8,10,9,999,999,18,18,12,16,19,20,18,999,999,16,12,15,15,6,16,17,999,999,15,19,16,15,20,17,24,999,999,2,4,8,12,5,17,8,999,999,16,13,16,18,11,18,17,999,999,13,12,12,9,3,17,17,999,999,15,19,14,16,17,20,24,999,999,12,19,13,20,18,21,14,999,999,14,9,9,17,4,23,17,999,999,-.825,-2.028,-.346,-2.581,.978,.6,-.621,-.452,-.542,-1.205,4,9,999,7,2,6,-.751664385779398,-1.72965143586521,-.377771604504609,-1.12015982452147,1.28970795929209,.412080547257689,-.849039473313258,-.310104992264339,-.422644501135656,-.634384584844158
169,169B,M169,86.44578313,1,114,1,20,18,25,15,12,17,15,999,999,21,20,21,16,19,20,22,999,999,22,12,22,15,16,18,19,999,999,21,18,24,17,14,22,15,999,999,20,15,16,15,14,15,11,999,999,22,18,21,19,19,12,19,999,999,20,14,15,15,17,20,9,999,999,22,22,22,21,18,22,23,999,999,11,12,22,20,0,10,12,999,999,23,18,23,20,10,19,21,999,999,18,21,24,21,6,15,25,999,999,22,19,19,16,16,13,19,999,999,22,15,12,16,15,19,11,999,999,22,20,25,18,22,17,20,999,999,22,20,15,16,16,19,15,999,999,19,11,13,14,13,19,11,999,999,23,22,25,15,15,14,20,999,999,18,21,13,14,1,999,14,999,999,20,24,23,21,18,20,25,999,999,3,12,13,11,0,12,11,999,999,17,15,22,17,17,13,13,999,999,13,15,22,15,0,15,19,999,999,23,23,21,18,7,21,21,999,999,20,14,23,17,13,20,22,999,999,3,9,13,11,2,8,20,999,999,13,24,19,15,16,17,25,999,999,12,16,12,14,12,12,15,999,999,17,24,23,21,23,15,25,999,999,21,18,21,19,21,14,15,999,999,23,14,20,14,13,18,12,999,999,15,18,15,11,9,10,19,999,999,19,21,18,16,9,14,22,999,999,17,21,16,17,11,13,16,999,999,23,21,23,16,19,18,24,999,999,22,20,25,19,11,13,25,999,999,19,20,16,17,12,10,23,999,999,.162,1.51,.067,1.084,.158,1.843,.551,4.909,2.413,4.264,2,9,7,8,2,5,.0316279752392395,1.05512394999581,.144312696995871,.464986283594715,.238242427869722,1.20027106973879,.527546381959763,1.21471709840019,1.4774135656968,1.70063980860106
